question_number,question,answer,marks,subject,level,topic,subtopic,document_type,question_type,estimated_difficulty,keywords,curriculum_tag,question_length,question_clarity,answer_completeness,data_completeness,quality_flags,subject_validation,level_validation,consistency_check,source_file
2,Name the cells in a mammal that: (a) Are sensitive to their environment. (1 mark) (b) Receive messages from sensory cells. (1 mark) (c) Transmit messages to effectors. (1 mark),"Requirements for Photosynthesis: photosynthesis requires chlorophyll, carbon dioxide, water and sunlight. i. Chlorophyll: Chlorophylls are green pigments found in all photosynthetic organisms and are responsible for their green colour. In plants, chlorophyll is mainly found in the leaves. Young stems and fruits may also have chlorophyll. In lower plants like algae, the whole plant is green and takes part in photosynthesis. ii. Carbon dioxide: Air contains about 0.03% of carbon dioxide. Terrestrial plants use atmospheric carbon dioxide in photosynthesis. Aquatic plants use the carbon dioxide dissolved in water. Plants obtain carbon dioxide through pores called stomata present on the surfaces of leaves. The opening and closing of these pores are regulated by guard cells, which surround them. iii. Water: Water is an important raw material for photosynthesis. Plants absorb water from the soil through their root hairs. The water is then transported up to the leaves through the stem in the xylem. Compiled by HUNGURIMANA Dieudonné, 0788473140, ENDPK, HUYE 198 iv. Sunlight: Light energy is used in splitting water molecules into hydrogen and oxygen. The splitting of water in the presence of light is called photolysis.",1.0,Biology,S2,Cell Biology,,Test/Exam,recall,Easy,"cell, name",Biology-S2-Cell Biology,176,0.6000000000000001,0.6,0.8999999999999999,ok,valid,valid,consistent,OL BIOLOGY NATIONAL EXAMS AND THEIR MARKING GUIDES 2001 to 2023.pdf
2,(a) Which organism: (i) Causes malaria? (1 mark) (ii) Transmits malaria? (1 mark) (b) How is AIDS transmitted? (4 marks),"Requirements for Photosynthesis: photosynthesis requires chlorophyll, carbon dioxide, water and sunlight. i. Chlorophyll: Chlorophylls are green pigments found in all photosynthetic organisms and are responsible for their green colour. In plants, chlorophyll is mainly found in the leaves. Young stems and fruits may also have chlorophyll. In lower plants like algae, the whole plant is green and takes part in photosynthesis. ii. Carbon dioxide: Air contains about 0.03% of carbon dioxide. Terrestrial plants use atmospheric carbon dioxide in photosynthesis. Aquatic plants use the carbon dioxide dissolved in water. Plants obtain carbon dioxide through pores called stomata present on the surfaces of leaves. The opening and closing of these pores are regulated by guard cells, which surround them. iii. Water: Water is an important raw material for photosynthesis. Plants absorb water from the soil through their root hairs. The water is then transported up to the leaves through the stem in the xylem. Compiled by HUNGURIMANA Dieudonné, 0788473140, ENDPK, HUYE 198 iv. Sunlight: Light energy is used in splitting water molecules into hydrogen and oxygen. The splitting of water in the presence of light is called photolysis.",1.0,Biology,S2,Human Biology,,Test/Exam,explanation,Medium,"organ, organism",Biology-S2-Human Biology,120,0.75,0.7,0.8999999999999999,ok,valid,valid,consistent,OL BIOLOGY NATIONAL EXAMS AND THEIR MARKING GUIDES 2001 to 2023.pdf
2,Write the appropriate answers required to complete the following sentences:,"(Do not copy the sentences in the answer booklet; write the question number (a), (b), (c), (d) and the answers) (a) Blood from the body (deoxygenated blood) enters the right side of the human heart through the blood vessel called the ……………… (1 mark) (b) The deoxygenated blood is pumped through the pulmonary ……… to the lungs. (1 mark) (c) The oxygenated blood from the lungs enters the heart through the blood vessel called the …………….. (1 mark) (d) The oxygenated blood from the heart is pumped to the body through the blood vessel called the ………………… (1 mark)",3.0,Biology,S2,,,Test/Exam,matching,Easy,,Biology-S2,75,0.5,0.7,0.8999999999999999,no_clear_intent,unclear,valid,consistent,OL BIOLOGY NATIONAL EXAMS AND THEIR MARKING GUIDES 2001 to 2023.pdf
2,How are root hair cells specialized for their role? (2 marks),"Requirements for Photosynthesis: photosynthesis requires chlorophyll, carbon dioxide, water and sunlight. i. Chlorophyll: Chlorophylls are green pigments found in all photosynthetic organisms and are responsible for their green colour. In plants, chlorophyll is mainly found in the leaves. Young stems and fruits may also have chlorophyll. In lower plants like algae, the whole plant is green and takes part in photosynthesis. ii. Carbon dioxide: Air contains about 0.03% of carbon dioxide. Terrestrial plants use atmospheric carbon dioxide in photosynthesis. Aquatic plants use the carbon dioxide dissolved in water. Plants obtain carbon dioxide through pores called stomata present on the surfaces of leaves. The opening and closing of these pores are regulated by guard cells, which surround them. iii. Water: Water is an important raw material for photosynthesis. Plants absorb water from the soil through their root hairs. The water is then transported up to the leaves through the stem in the xylem. Compiled by HUNGURIMANA Dieudonné, 0788473140, ENDPK, HUYE 198 iv. Sunlight: Light energy is used in splitting water molecules into hydrogen and oxygen. The splitting of water in the presence of light is called photolysis.",2.0,Biology,S2,Cell Biology,,Test/Exam,explanation,Medium,cell,Biology-S2-Cell Biology,61,0.75,0.7,0.8999999999999999,ok,valid,valid,consistent,OL BIOLOGY NATIONAL EXAMS AND THEIR MARKING GUIDES 2001 to 2023.pdf
2,Adaptations of the root hairs for their functions  Root hairs have hair like projections which increase their surface area.  Root hairs have many mitochondria which provide the energy for the active transport of substances.  Root hairs have many aquaporins which increase the absorption of water by osmosis. 3. (A) (iii) Example (B) (vi) (C) (ii) (D) (v) (E) (i) (F) (iv),"Requirements for Photosynthesis: photosynthesis requires chlorophyll, carbon dioxide, water and sunlight. i. Chlorophyll: Chlorophylls are green pigments found in all photosynthetic organisms and are responsible for their green colour. In plants, chlorophyll is mainly found in the leaves. Young stems and fruits may also have chlorophyll. In lower plants like algae, the whole plant is green and takes part in photosynthesis. ii. Carbon dioxide: Air contains about 0.03% of carbon dioxide. Terrestrial plants use atmospheric carbon dioxide in photosynthesis. Aquatic plants use the carbon dioxide dissolved in water. Plants obtain carbon dioxide through pores called stomata present on the surfaces of leaves. The opening and closing of these pores are regulated by guard cells, which surround them. iii. Water: Water is an important raw material for photosynthesis. Plants absorb water from the soil through their root hairs. The water is then transported up to the leaves through the stem in the xylem. Compiled by HUNGURIMANA Dieudonné, 0788473140, ENDPK, HUYE 198 iv. Sunlight: Light energy is used in splitting water molecules into hydrogen and oxygen. The splitting of water in the presence of light is called photolysis.",6.0,Biology,S2,Cell Biology,,Test/Exam,recall,Medium,adaptation,Biology-S2-Cell Biology,374,0.6499999999999999,0.6,0.8999999999999999,ok,possibly_Physics,valid,consistent,OL BIOLOGY NATIONAL EXAMS AND THEIR MARKING GUIDES 2001 to 2023.pdf
2,Suggest why it is difficult to decide whether viruses are living Organisms. (4 marks),"Requirements for Photosynthesis: photosynthesis requires chlorophyll, carbon dioxide, water and sunlight. i. Chlorophyll: Chlorophylls are green pigments found in all photosynthetic organisms and are responsible for their green colour. In plants, chlorophyll is mainly found in the leaves. Young stems and fruits may also have chlorophyll. In lower plants like algae, the whole plant is green and takes part in photosynthesis. ii. Carbon dioxide: Air contains about 0.03% of carbon dioxide. Terrestrial plants use atmospheric carbon dioxide in photosynthesis. Aquatic plants use the carbon dioxide dissolved in water. Plants obtain carbon dioxide through pores called stomata present on the surfaces of leaves. The opening and closing of these pores are regulated by guard cells, which surround them. iii. Water: Water is an important raw material for photosynthesis. Plants absorb water from the soil through their root hairs. The water is then transported up to the leaves through the stem in the xylem. Compiled by HUNGURIMANA Dieudonné, 0788473140, ENDPK, HUYE 198 iv. Sunlight: Light energy is used in splitting water molecules into hydrogen and oxygen. The splitting of water in the presence of light is called photolysis.",4.0,Biology,S2,Human Biology,,Test/Exam,explanation,Medium,"organ, organism",Biology-S2-Human Biology,85,0.6499999999999999,0.7,0.8999999999999999,ok,valid,valid,consistent,OL BIOLOGY NATIONAL EXAMS AND THEIR MARKING GUIDES 2001 to 2023.pdf
2,Give three characteristics of class amphibia. (3 marks) 1……………………………………………………….. 2……………………………………………………….. 3……………………………………………………….,"Requirements for Photosynthesis: photosynthesis requires chlorophyll, carbon dioxide, water and sunlight. i. Chlorophyll: Chlorophylls are green pigments found in all photosynthetic organisms and are responsible for their green colour. In plants, chlorophyll is mainly found in the leaves. Young stems and fruits may also have chlorophyll. In lower plants like algae, the whole plant is green and takes part in photosynthesis. ii. Carbon dioxide: Air contains about 0.03% of carbon dioxide. Terrestrial plants use atmospheric carbon dioxide in photosynthesis. Aquatic plants use the carbon dioxide dissolved in water. Plants obtain carbon dioxide through pores called stomata present on the surfaces of leaves. The opening and closing of these pores are regulated by guard cells, which surround them. iii. Water: Water is an important raw material for photosynthesis. Plants absorb water from the soil through their root hairs. The water is then transported up to the leaves through the stem in the xylem. Compiled by HUNGURIMANA Dieudonné, 0788473140, ENDPK, HUYE 198 iv. Sunlight: Light energy is used in splitting water molecules into hydrogen and oxygen. The splitting of water in the presence of light is called photolysis.",3.0,Biology,S2,,,Test/Exam,recall,Easy,give,Biology-S2,129,0.4,0.6,0.8999999999999999,ok,unclear,valid,consistent,OL BIOLOGY NATIONAL EXAMS AND THEIR MARKING GUIDES 2001 to 2023.pdf
2,Match the following cell organelles with their functions. (4 marks) Organelles Functions Chloroplasts Site for energy production Nucleus Site for photosynthesis Ribosomes Protein synthesis Mitochondrion Contain chromosomes,"Requirements for Photosynthesis: photosynthesis requires chlorophyll, carbon dioxide, water and sunlight. i. Chlorophyll: Chlorophylls are green pigments found in all photosynthetic organisms and are responsible for their green colour. In plants, chlorophyll is mainly found in the leaves. Young stems and fruits may also have chlorophyll. In lower plants like algae, the whole plant is green and takes part in photosynthesis. ii. Carbon dioxide: Air contains about 0.03% of carbon dioxide. Terrestrial plants use atmospheric carbon dioxide in photosynthesis. Aquatic plants use the carbon dioxide dissolved in water. Plants obtain carbon dioxide through pores called stomata present on the surfaces of leaves. The opening and closing of these pores are regulated by guard cells, which surround them. iii. Water: Water is an important raw material for photosynthesis. Plants absorb water from the soil through their root hairs. The water is then transported up to the leaves through the stem in the xylem. Compiled by HUNGURIMANA Dieudonné, 0788473140, ENDPK, HUYE 198 iv. Sunlight: Light energy is used in splitting water molecules into hydrogen and oxygen. The splitting of water in the presence of light is called photolysis.",4.0,Biology,S2,Cell Biology,,Test/Exam,matching,Medium,"cell, organ, photosynthesis, chromosome, protein",Biology-S2-Cell Biology,222,0.5,0.6,0.8999999999999999,no_clear_intent,valid,valid,consistent,OL BIOLOGY NATIONAL EXAMS AND THEIR MARKING GUIDES 2001 to 2023.pdf
2,"Fill in the missing terms DCPIP is a ______reagent in colour. When ______ is present in a food sample, the ______ disappears. (3 marks)","Requirements for Photosynthesis: photosynthesis requires chlorophyll, carbon dioxide, water and sunlight. i. Chlorophyll: Chlorophylls are green pigments found in all photosynthetic organisms and are responsible for their green colour. In plants, chlorophyll is mainly found in the leaves. Young stems and fruits may also have chlorophyll. In lower plants like algae, the whole plant is green and takes part in photosynthesis. ii. Carbon dioxide: Air contains about 0.03% of carbon dioxide. Terrestrial plants use atmospheric carbon dioxide in photosynthesis. Aquatic plants use the carbon dioxide dissolved in water. Plants obtain carbon dioxide through pores called stomata present on the surfaces of leaves. The opening and closing of these pores are regulated by guard cells, which surround them. iii. Water: Water is an important raw material for photosynthesis. Plants absorb water from the soil through their root hairs. The water is then transported up to the leaves through the stem in the xylem. Compiled by HUNGURIMANA Dieudonné, 0788473140, ENDPK, HUYE 198 iv. Sunlight: Light energy is used in splitting water molecules into hydrogen and oxygen. The splitting of water in the presence of light is called photolysis.",3.0,Biology,S2,,,Test/Exam,matching,Easy,,Biology-S2,135,0.5499999999999999,0.6,0.8999999999999999,ok,unclear,valid,consistent,OL BIOLOGY NATIONAL EXAMS AND THEIR MARKING GUIDES 2001 to 2023.pdf
2,"However, most arthropods are harmful to other living organisms. For instance: • Ticks transmit diseases in animals; for example, East Coast Fever • Mosquitos transmit malaria. • Tsetse flies transmit trypanosomiasis in human beings and Nagana in cattle. • Aphids destroy crops such as maize, coffee and cassava in the fields while weevils destroy stored grains.","Requirements for Photosynthesis: photosynthesis requires chlorophyll, carbon dioxide, water and sunlight. i. Chlorophyll: Chlorophylls are green pigments found in all photosynthetic organisms and are responsible for their green colour. In plants, chlorophyll is mainly found in the leaves. Young stems and fruits may also have chlorophyll. In lower plants like algae, the whole plant is green and takes part in photosynthesis. ii. Carbon dioxide: Air contains about 0.03% of carbon dioxide. Terrestrial plants use atmospheric carbon dioxide in photosynthesis. Aquatic plants use the carbon dioxide dissolved in water. Plants obtain carbon dioxide through pores called stomata present on the surfaces of leaves. The opening and closing of these pores are regulated by guard cells, which surround them. iii. Water: Water is an important raw material for photosynthesis. Plants absorb water from the soil through their root hairs. The water is then transported up to the leaves through the stem in the xylem. Compiled by HUNGURIMANA Dieudonné, 0788473140, ENDPK, HUYE 198 iv. Sunlight: Light energy is used in splitting water molecules into hydrogen and oxygen. The splitting of water in the presence of light is called photolysis.",5.0,Biology,S2,Human Biology,,Notes,explanation,Hard,"organ, organism, disease",Biology-S2-Human Biology,361,0.6499999999999999,0.7,0.8999999999999999,ok,valid,possibly_higher,level_difficulty_mismatch,2.BIOLOGY NOTES S2  ok ok NEW.pdf
2,"1 Concepts of ecology An old saying goes ‗no man is an island’. This seems to apply to all other organisms on earth. Organisms do not exist in isolation. They depend on each other for survival. Plants obtain their energy from the sun. Herbivores like cows eat the plants for survival. On the other hand, carnivores like lions feed on herbivores if they are to survive. Through this interdependence, organisms have developed feeding relationships. Important terms: • Ecology: is a study of organisms in relation to the surrounding in which live. • Ecosystem: is a stable unit of nature consisting of all communities interacting with each other and their surrounding physical environment. • Biosphere: the part of the Earth where life exists. • Producer: This refers to all green plants which manufacture their own food by the process of photosynthesis. • Habitat: A place where organism lives. • Community: A combination of different species of organisms living together in an area. • Population: This is the total number of organisms of the same species living together in a specific area at a certain time. • Biotic factors: These are the living components of an ecosystem. These may be plants, animals, fungi, and any other living things. • Abiotic factors: These are the nonliving components of an ecosystem. They include pH, sunlight intensity, wind, humidity, salinity and temperature. • Niche: This is the position that an organism occupies in a habitat.",• Carrying capacity: The maximum size of a population that a given area can support without straining. of 85 • Edaphic factors: These are all non-living components of an ecosystem both chemical and physical. They are related to abiotic factors. • Environment: This is a combination of all factors that affect the life of an organism. • Biodiversity: This is the variety of life in the world or in a particular habitat or ecosystem. • Biome: This is a large naturally occurring community of animals (fauna) and plants (flora) occupying a major habitat. • Biomass: This is the total dry mass of organisms in a given area or volume.,8.0,Biology,S2,Ecology,,Notes,design,Hard,"organ, system, organism, photosynthesis, ecosystem, habitat, population, community",Biology-S2-Ecology,1460,0.45,0.7,0.8999999999999999,ok,valid,possibly_higher,level_difficulty_mismatch,2.BIOLOGY NOTES S2  ok ok NEW.pdf
2,"2 Food chain and food web Food chain A food chain is a linear representation of how organisms eat each other before they are eaten in return. Energy in an ecosystem can be passed on from the sun through several organisms. Insects like grasshoppers feed on grass. The grass is the producer because it makes its own food. The grasshoppers are the primary consumers because they obtain chemical energy directly from the plant. The insects are eaten by birds which obtain chemical energy from them. The birds are secondary consumers. If a bird is eaten by a wild dog, then the wild dog is quaternary consumer. This is an example of food chain as shown below. Grass Grasshopper Bird Mongoose Wild dog Fig: A food chain If any of these organisms dies, then saprophytes like fungi and bacteria decompose it to obtain food nutrients. The saprophytes are described as decomposers. They too obtain chemical energy through food chains. Some energy is released into the ecosystem. Note: The arrow on the diagram means ―eaten by‖. Examples of food chains include: Plant caterpillar chameleon snake mongoose Plant insect mouse owl Food web A food web is the network of interconnected food chains. Several food chains are often linked together and interconnect to form food web. of 85 Fig: food web Note that the higher organisms such as the snakes and owls depend on more than one particular food. Also note that decomposers such as the bacteria and fungi are involved in all parts of the food web.","Requirements for Photosynthesis: photosynthesis requires chlorophyll, carbon dioxide, water and sunlight. i. Chlorophyll: Chlorophylls are green pigments found in all photosynthetic organisms and are responsible for their green colour. In plants, chlorophyll is mainly found in the leaves. Young stems and fruits may also have chlorophyll. In lower plants like algae, the whole plant is green and takes part in photosynthesis. ii. Carbon dioxide: Air contains about 0.03% of carbon dioxide. Terrestrial plants use atmospheric carbon dioxide in photosynthesis. Aquatic plants use the carbon dioxide dissolved in water. Plants obtain carbon dioxide through pores called stomata present on the surfaces of leaves. The opening and closing of these pores are regulated by guard cells, which surround them. iii. Water: Water is an important raw material for photosynthesis. Plants absorb water from the soil through their root hairs. The water is then transported up to the leaves through the stem in the xylem. Compiled by HUNGURIMANA Dieudonné, 0788473140, ENDPK, HUYE 198 iv. Sunlight: Light energy is used in splitting water molecules into hydrogen and oxygen. The splitting of water in the presence of light is called photolysis.",6.0,Biology,S2,Ecology,Food Chain,Notes,explanation,Hard,"organ, system, organism, rna, ecosystem, food chain, describe",Biology-S2-Ecology,1485,0.6000000000000001,0.7,0.8999999999999999,ok,valid,possibly_higher,level_difficulty_mismatch,2.BIOLOGY NOTES S2  ok ok NEW.pdf
2,3 Trophic levels Trophic level refers to the position an organism occupies in a food chain. The table below gives a summary of organism we expect in each trophic level of,"Requirements for Photosynthesis: photosynthesis requires chlorophyll, carbon dioxide, water and sunlight. i. Chlorophyll: Chlorophylls are green pigments found in all photosynthetic organisms and are responsible for their green colour. In plants, chlorophyll is mainly found in the leaves. Young stems and fruits may also have chlorophyll. In lower plants like algae, the whole plant is green and takes part in photosynthesis. ii. Carbon dioxide: Air contains about 0.03% of carbon dioxide. Terrestrial plants use atmospheric carbon dioxide in photosynthesis. Aquatic plants use the carbon dioxide dissolved in water. Plants obtain carbon dioxide through pores called stomata present on the surfaces of leaves. The opening and closing of these pores are regulated by guard cells, which surround them. iii. Water: Water is an important raw material for photosynthesis. Plants absorb water from the soil through their root hairs. The water is then transported up to the leaves through the stem in the xylem. Compiled by HUNGURIMANA Dieudonné, 0788473140, ENDPK, HUYE 198 iv. Sunlight: Light energy is used in splitting water molecules into hydrogen and oxygen. The splitting of water in the presence of light is called photolysis.",2.0,Biology,S2,Ecology,Food Chain,Notes,recall,Easy,"organ, organism, food chain, give",Biology-S2-Ecology,171,0.6000000000000001,0.6,0.8999999999999999,ok,valid,valid,consistent,2.BIOLOGY NOTES S2  ok ok NEW.pdf
2,"4 Energy flow in ecosystems Fig: Energy flow in an ecosystem Energy flows into a food chain from the sun to plants through the process of photosynthesis. It then moves up the food chain to higher trophic levels. Since the transfer of energy from one trophic level to the next is inefficient, less energy enters higher trophic levels. • What brings about the loss of energy at each trophic level? Several factors account for the loss of energy as one moves from one trophic level to the next. They include the following: of 85 • Respiration • Part of the energy is lost as undigested food matter. • The rest is lost as excretory products. in urine, sweat and faeces. Calculating energy transfer between trophic levels The amount of energy transferred from one trophic level to the other is measured using the trophic level transfer efficiency (TLTE). Is expressed as percentage.","TLTE= Example In the first trophic level in a terrestrial environment, the amount of energy produced by the autotrophs is 10,000kcal. The amount of energy at the primary consumers is 1000kcal and that at secondary consumers is 100kcal.calculate amount of energy transferred from producers to primary consumers. Answer TLTE ×100 TLTE=10%",6.0,Biology,S2,Ecology,Food Chain,Notes,explanation,Hard,"system, photosynthesis, respiration, ecosystem, food chain",Biology-S2-Ecology,878,0.55,0.7,0.8999999999999999,ok,valid,possibly_higher,level_difficulty_mismatch,2.BIOLOGY NOTES S2  ok ok NEW.pdf
2,"5 Ecological pyramids Ecological pyramids are diagrams that show how important factors in an ecosystem such as energy, biomass and population size change at each trophic level. Pyramid of biomass This is a diagrammatic representation of mass or weight of organisms in each trophic level in a food chain. Biomass means the dry mass of any living material at any trophic level in a food chain. Biomass reduces as one moves from the producers to the various levels of consumers. This is caused by the lost of energy as one moves up to the food chain Fig: A pyramid of biomass It is always hard to construct a pyramid of biomass because of the following reasons • Measuring biomass often means death of the organism. • Organisms may belong to more than one trophic level in an ecosystem. Note: When making a pyramid of biomass, you must use a scale. Pyramid of numbers The number of all organisms at each trophic level of a food chain can be counted. These numbers can be used to draw a diagram called pyramid of numbers. The number of organisms in each level can be obtained by totalling the population of all the species making up that level.","The pyramid of number is therefore a diagramatic representation of numbers of organisms in each trophic level in a food chain. of 85 Fig: Pyramid of numbers(upright) The pyramid indicates that organisms transferring energy to the next energy levels decrease as we rise up. Sometimes the pyramid is not upright, for instance, if you were to construct pyramid of numbers using the tree as a habitat. It would be the only producer and the consumers such as caterpillars and birds would be many. If we were to construct pyramid of numbers, the smallest box would represent the tree. It would be at the bottom and not at the top. The shape of this pyramid would be inverted as can be seen in the figure below. Fig: Inverted pyramid of numbers UNIT3: PASSIVE MOVEMENT OF SUBSTANCES ACROSS THE CELL MEMBRANE Introduction There are three main physiological processes by which substances move in and out of cells. These are diffusion, osmosis and active transport. of 85 Diffusion and osmosis are examples of passive movement. Passive movement is a movement of particles without need of energy.",6.0,Biology,S2,Ecology,Food Chain,Notes,explanation,Hard,"organ, system, organism, ecosystem, population, food chain, species",Biology-S2-Ecology,1140,0.45,0.8999999999999999,0.8999999999999999,ok,valid,possibly_higher,level_difficulty_mismatch,2.BIOLOGY NOTES S2  ok ok NEW.pdf
2,Open the other end of the visking tubing and half-fill it with the salt solution.,"Requirements for Photosynthesis: photosynthesis requires chlorophyll, carbon dioxide, water and sunlight. i. Chlorophyll: Chlorophylls are green pigments found in all photosynthetic organisms and are responsible for their green colour. In plants, chlorophyll is mainly found in the leaves. Young stems and fruits may also have chlorophyll. In lower plants like algae, the whole plant is green and takes part in photosynthesis. ii. Carbon dioxide: Air contains about 0.03% of carbon dioxide. Terrestrial plants use atmospheric carbon dioxide in photosynthesis. Aquatic plants use the carbon dioxide dissolved in water. Plants obtain carbon dioxide through pores called stomata present on the surfaces of leaves. The opening and closing of these pores are regulated by guard cells, which surround them. iii. Water: Water is an important raw material for photosynthesis. Plants absorb water from the soil through their root hairs. The water is then transported up to the leaves through the stem in the xylem. Compiled by HUNGURIMANA Dieudonné, 0788473140, ENDPK, HUYE 198 iv. Sunlight: Light energy is used in splitting water molecules into hydrogen and oxygen. The splitting of water in the presence of light is called photolysis.",3.0,Biology,S2,,,Notes,matching,Easy,,Biology-S2,81,0.5,0.6,0.8999999999999999,no_clear_intent,unclear,valid,consistent,2.BIOLOGY NOTES S2  ok ok NEW.pdf
2,The cells lining the human small intestines continue to absorb food molecules by active transport even when the concentration of these molecules is higher in the cells than in the intestinal lumen. 3. It helps in removal of excess salts through the gills in marine fish of,"Requirements for Photosynthesis: photosynthesis requires chlorophyll, carbon dioxide, water and sunlight. i. Chlorophyll: Chlorophylls are green pigments found in all photosynthetic organisms and are responsible for their green colour. In plants, chlorophyll is mainly found in the leaves. Young stems and fruits may also have chlorophyll. In lower plants like algae, the whole plant is green and takes part in photosynthesis. ii. Carbon dioxide: Air contains about 0.03% of carbon dioxide. Terrestrial plants use atmospheric carbon dioxide in photosynthesis. Aquatic plants use the carbon dioxide dissolved in water. Plants obtain carbon dioxide through pores called stomata present on the surfaces of leaves. The opening and closing of these pores are regulated by guard cells, which surround them. iii. Water: Water is an important raw material for photosynthesis. Plants absorb water from the soil through their root hairs. The water is then transported up to the leaves through the stem in the xylem. Compiled by HUNGURIMANA Dieudonné, 0788473140, ENDPK, HUYE 198 iv. Sunlight: Light energy is used in splitting water molecules into hydrogen and oxygen. The splitting of water in the presence of light is called photolysis.",4.0,Biology,S2,Cell Biology,,Notes,other,Medium,cell,Biology-S2-Cell Biology,273,0.6499999999999999,0.6,0.8999999999999999,ok,valid,valid,consistent,2.BIOLOGY NOTES S2  ok ok NEW.pdf
2,"They have water storage tissues. Many xerophytes have swollen stems or leaves which contain special water storage tissues. Such plants are called succulent plants. Examples of succulent plants are Bryophyllum, sisal, cactus, Euphorbia, and Aloe vera. A baobab tree has a thick stem for water storage.","Requirements for Photosynthesis: photosynthesis requires chlorophyll, carbon dioxide, water and sunlight. i. Chlorophyll: Chlorophylls are green pigments found in all photosynthetic organisms and are responsible for their green colour. In plants, chlorophyll is mainly found in the leaves. Young stems and fruits may also have chlorophyll. In lower plants like algae, the whole plant is green and takes part in photosynthesis. ii. Carbon dioxide: Air contains about 0.03% of carbon dioxide. Terrestrial plants use atmospheric carbon dioxide in photosynthesis. Aquatic plants use the carbon dioxide dissolved in water. Plants obtain carbon dioxide through pores called stomata present on the surfaces of leaves. The opening and closing of these pores are regulated by guard cells, which surround them. iii. Water: Water is an important raw material for photosynthesis. Plants absorb water from the soil through their root hairs. The water is then transported up to the leaves through the stem in the xylem. Compiled by HUNGURIMANA Dieudonné, 0788473140, ENDPK, HUYE 198 iv. Sunlight: Light energy is used in splitting water molecules into hydrogen and oxygen. The splitting of water in the presence of light is called photolysis.",4.0,Biology,S2,Plant Biology,,Notes,recall,Medium,tissue,Biology-S2-Plant Biology,300,0.6499999999999999,0.6,0.8999999999999999,ok,unclear,valid,consistent,2.BIOLOGY NOTES S2  ok ok NEW.pdf
2,Elimination of carbon dioxide which could be harmful,"Requirements for Photosynthesis: photosynthesis requires chlorophyll, carbon dioxide, water and sunlight. i. Chlorophyll: Chlorophylls are green pigments found in all photosynthetic organisms and are responsible for their green colour. In plants, chlorophyll is mainly found in the leaves. Young stems and fruits may also have chlorophyll. In lower plants like algae, the whole plant is green and takes part in photosynthesis. ii. Carbon dioxide: Air contains about 0.03% of carbon dioxide. Terrestrial plants use atmospheric carbon dioxide in photosynthesis. Aquatic plants use the carbon dioxide dissolved in water. Plants obtain carbon dioxide through pores called stomata present on the surfaces of leaves. The opening and closing of these pores are regulated by guard cells, which surround them. iii. Water: Water is an important raw material for photosynthesis. Plants absorb water from the soil through their root hairs. The water is then transported up to the leaves through the stem in the xylem. Compiled by HUNGURIMANA Dieudonné, 0788473140, ENDPK, HUYE 198 iv. Sunlight: Light energy is used in splitting water molecules into hydrogen and oxygen. The splitting of water in the presence of light is called photolysis.",3.0,Biology,S2,,,Notes,other,Medium,,Biology-S2,52,0.6499999999999999,0.6,0.8999999999999999,ok,unclear,valid,consistent,2.BIOLOGY NOTES S2  ok ok NEW.pdf
2,The wall of the alveoli have thin epithelial cells across which gases diffuse.,"Requirements for Photosynthesis: photosynthesis requires chlorophyll, carbon dioxide, water and sunlight. i. Chlorophyll: Chlorophylls are green pigments found in all photosynthetic organisms and are responsible for their green colour. In plants, chlorophyll is mainly found in the leaves. Young stems and fruits may also have chlorophyll. In lower plants like algae, the whole plant is green and takes part in photosynthesis. ii. Carbon dioxide: Air contains about 0.03% of carbon dioxide. Terrestrial plants use atmospheric carbon dioxide in photosynthesis. Aquatic plants use the carbon dioxide dissolved in water. Plants obtain carbon dioxide through pores called stomata present on the surfaces of leaves. The opening and closing of these pores are regulated by guard cells, which surround them. iii. Water: Water is an important raw material for photosynthesis. Plants absorb water from the soil through their root hairs. The water is then transported up to the leaves through the stem in the xylem. Compiled by HUNGURIMANA Dieudonné, 0788473140, ENDPK, HUYE 198 iv. Sunlight: Light energy is used in splitting water molecules into hydrogen and oxygen. The splitting of water in the presence of light is called photolysis.",3.0,Biology,S2,Cell Biology,,Notes,other,Medium,cell,Biology-S2-Cell Biology,78,0.6499999999999999,0.6,0.8999999999999999,ok,valid,valid,consistent,2.BIOLOGY NOTES S2  ok ok NEW.pdf
2,It can be prevented through avoiding smoking and avoid smoke from other people who are smoking.,"Requirements for Photosynthesis: photosynthesis requires chlorophyll, carbon dioxide, water and sunlight. i. Chlorophyll: Chlorophylls are green pigments found in all photosynthetic organisms and are responsible for their green colour. In plants, chlorophyll is mainly found in the leaves. Young stems and fruits may also have chlorophyll. In lower plants like algae, the whole plant is green and takes part in photosynthesis. ii. Carbon dioxide: Air contains about 0.03% of carbon dioxide. Terrestrial plants use atmospheric carbon dioxide in photosynthesis. Aquatic plants use the carbon dioxide dissolved in water. Plants obtain carbon dioxide through pores called stomata present on the surfaces of leaves. The opening and closing of these pores are regulated by guard cells, which surround them. iii. Water: Water is an important raw material for photosynthesis. Plants absorb water from the soil through their root hairs. The water is then transported up to the leaves through the stem in the xylem. Compiled by HUNGURIMANA Dieudonné, 0788473140, ENDPK, HUYE 198 iv. Sunlight: Light energy is used in splitting water molecules into hydrogen and oxygen. The splitting of water in the presence of light is called photolysis.",3.0,Biology,S2,,,Notes,other,Medium,,Biology-S2,95,0.6499999999999999,0.6,0.8999999999999999,ok,unclear,valid,consistent,2.BIOLOGY NOTES S2  ok ok NEW.pdf
